key;severity;priority;changelog;num_comments;num_commenters;should_have_been_found;detection_phase;defect_root_cause;linked_fixes;linked_tasks
REPORT-0311;SEVERE;Normal;[('In Progress', '2025-10-13T15:37:18.194+0300'), ('Closed', '2025-10-14T10:34:06.000+0300')];6;5;Not a bug / Problem not reproducible;Verification;Incorrect configuration;[];['TASK-0253']
REPORT-0312;SEVERE;Normal;[('In Progress', '2025-10-16T12:52:24.252+0300'), ('Closed', '2025-10-17T13:32:05.517+0300')];19;7;Not a bug / Problem not reproducible;Verification;Problem not re-producible ;[];['TASK-0228']
REPORT-0313;LOW;Normal;[('In Progress', '2025-06-09T14:28:43.461+0300'), ('Closed', '2025-06-09T14:30:10.822+0300')];3;2;Not a bug / Problem not reproducible;Integration;Misunderstanding by end user;[];[]
REPORT-0314;SEVERE;Normal;[('In Progress', '2025-06-23T11:44:14.384+0300'), ('Closed', '2025-07-01T09:10:14.204+0300')];0;0;Code review;Verification;ID content insufficient/missing;['FIX-0211'];['TASK-0014']
REPORT-0315;SEVERE;Normal;[('In Progress', '2025-06-04T10:45:56.669+0300'), ('Closed', '2025-06-04T15:00:53.886+0300')];5;4;Not a bug / Problem not reproducible;Customer;Duplicate;[];[]
REPORT-0316;SEVERE;Normal;[('In Progress', '2025-06-23T11:45:18.299+0300'), ('Closed', '2025-07-11T11:18:07.838+0300')];11;2;SW Unit / Module testing;Verification;Code – component internal coding mistake;['FIX-0043'];['TASK-0295']
REPORT-0317;LOW;Normal;[('In Progress', '2025-06-23T11:45:27.436+0300'), ('Closed', '2025-09-12T11:27:58.284+0300')];9;2;Code review;Verification;Code – component internal coding mistake;['FIX-0058', 'FIX-0454'];['TASK-0060']
REPORT-0318;SEVERE;Critical;[('In Progress', '2025-06-13T14:04:39.112+0300'), ('Closed', '2025-06-16T12:24:15.826+0300')];5;4;Code review;Verification;Code – component internal coding mistake;['FIX-0331'];['TASK-0221']
REPORT-0319;SEVERE;Critical;[('In Progress', '2025-06-03T09:32:01.217+0300'), ('Closed', '2025-06-16T09:41:13.144+0300')];4;3;Code review;Verification;Code – component internal coding mistake;['FIX-0441'];[]
REPORT-0320;SEVERE;Normal;[('In Progress', '2026-02-10T14:19:49.795+0200'), ('Closed', '2026-02-10T14:20:19.099+0200'), ('Open', '2026-02-10T14:20:35.315+0200'), ('In Progress', '2026-02-10T14:20:38.231+0200'), ('Closed', '2026-02-10T14:21:48.037+0200')];8;5;Not a bug / Problem not reproducible;Verification;Problem not re-producible ;[];[]
REPORT-0321;SEVERE;Critical;[('In Progress', '2025-06-03T09:26:35.233+0300'), ('Closed', '2025-06-09T18:25:25.404+0300')];0;0;Code review;Verification;Code – component internal coding mistake;['FIX-0031'];[]
REPORT-0322;SEVERE;Critical;[('In Progress', '2025-06-02T15:22:34.723+0300'), ('In Progress', '2025-06-05T09:27:10.605+0300'), ('Closed', '2025-07-01T09:13:56.185+0300')];0;0;Code review;Verification;Code – component internal coding mistake;['FIX-0443'];['TASK-0182']
REPORT-0323;SEVERE;Critical;[('In Progress', '2025-08-15T13:39:34.046+0300'), ('Closed', '2025-08-27T08:30:14.506+0300')];1;1;ID review;Verification;ID content insufficient/missing;['FIX-0194'];['TASK-0249']
REPORT-0324;SEVERE;Critical;[('In Progress', '2025-05-28T13:29:27.379+0300'), ('Closed', '2025-07-10T15:00:06.630+0300'), ('Open', '2025-09-16T19:50:48.019+0300'), ('In Progress', '2025-09-16T19:50:53.455+0300'), ('Closed', '2025-09-16T19:51:28.107+0300')];6;5;Not a bug / Problem not reproducible;Verification;Problem not re-producible ;[];[]
REPORT-0325;LOW;Normal;[('In Progress', '2025-12-23T10:02:23.799+0200'), ('Closed', '2026-03-03T11:28:36.417+0200')];7;5;I&V System testing;Verification;Requirement/SFS not clear and/or missing;['FIX-0279'];['TASK-0234']
REPORT-0326;SEVERE;Critical;[('In Progress', '2025-06-19T12:49:46.981+0300'), ('In Progress', '2025-06-25T11:27:44.660+0300'), ('Closed', '2025-06-27T09:51:31.011+0300')];5;3;Code review;Verification;Code – interworking/interface with external component;['FIX-0377', 'FIX-0076'];['TASK-0335']
REPORT-0327;SEVERE;Critical;[('In Progress', '2025-05-28T07:24:32.442+0300'), ('In Progress', '2025-05-28T08:47:47.140+0300'), ('Closed', '2025-07-10T15:28:46.884+0300')];7;5;Code review;Verification;Code – component internal coding mistake;['FIX-0412'];[]
REPORT-0328;SEVERE;Normal;[('In Progress', '2025-10-14T12:50:47.612+0300'), ('Closed', '2025-10-14T12:51:22.197+0300')];5;4;Not a bug / Problem not reproducible;Verification;Problem not re-producible ;[];[]
REPORT-0329;SEVERE;Normal;[('In Progress', '2025-05-21T15:09:55.382+0300'), ('In Progress', '2025-05-22T12:00:09.951+0300'), ('Closed', '2025-05-23T11:38:31.986+0300')];2;2;Code review;Verification;Code – component internal coding mistake;['FIX-0444'];[]
REPORT-0330;SEVERE;Critical;[('In Progress', '2025-06-16T13:19:59.661+0300'), ('Closed', '2025-07-10T17:13:13.199+0300')];12;4;ID review;Verification;ID content insufficient/missing;['FIX-0349', 'FIX-0392', 'FIX-0346'];['TASK-0121']
REPORT-0331;SEVERE;Normal;[('In Progress', '2025-06-03T16:48:59.541+0300'), ('Closed', '2025-06-03T16:50:40.119+0300')];2;1;Not a bug / Problem not reproducible;Customer;Code – component internal coding mistake;[];[]
REPORT-0332;SEVERE;Normal;[('In Progress', '2025-05-20T08:39:41.231+0300'), ('In Progress', '2025-05-22T12:58:39.354+0300'), ('Closed', '2025-08-18T15:14:06.163+0300')];2;2;SW Unit / Module testing;Verification;Code – component internal coding mistake;['FIX-0077'];[]
REPORT-0333;SEVERE;Normal;[('In Progress', '2025-05-13T15:21:47.725+0300'), ('Closed', '2025-05-13T15:23:06.318+0300')];2;1;Not a bug / Problem not reproducible;Verification;Incorrect configuration;[];[]
REPORT-0334;SEVERE;Critical;[('In Progress', '2025-04-24T07:38:52.004+0300'), ('In Progress', '2025-04-24T07:53:49.374+0300'), ('Closed', '2025-10-16T15:00:15.654+0300')];25;6;SW Unit / Module testing;Verification;Code – component internal coding mistake;['FIX-0157'];[]
REPORT-0335;SEVERE;Normal;[('In Progress', '2025-04-14T15:44:51.703+0300'), ('In Progress', '2025-04-14T15:50:47.054+0300'), ('Closed', '2025-06-09T10:47:52.047+0300')];3;2;Code review;Verification;Code – interworking/interface with internal component;['FIX-0329'];[]
REPORT-0336;SEVERE;Critical;[('In Progress', '2025-04-17T09:25:07.044+0300'), ('In Progress', '2025-10-22T17:22:48.163+0300'), ('Closed', '2025-11-05T09:52:40.307+0200')];21;10;Code review;Verification;Code – caused by previous fix;['FIX-0262', 'FIX-0290', 'FIX-0047'];['TASK-0307']
REPORT-0337;SEVERE;Normal;[('In Progress', '2025-10-27T11:06:21.586+0200'), ('Closed', '2025-10-27T11:07:42.782+0200')];5;4;I&V Regression / Upgrade testing;Integration;Code – caused by previous fix;['FIX-0081'];[]
REPORT-0338;SEVERE;Critical;[('In Progress', '2025-04-10T08:44:46.730+0300'), ('In Progress', '2025-04-10T08:45:00.548+0300'), ('Closed', '2025-07-04T11:07:21.760+0300')];7;3;Code review;Verification;Code – component internal coding mistake;['FIX-0064'];[]
REPORT-0339;SEVERE;Normal;[('In Progress', '2025-06-05T13:52:22.391+0300'), ('Closed', '2025-08-21T12:08:10.308+0300')];22;4;Not a bug / Problem not reproducible;Verification;Problem not re-producible ;[];[]
REPORT-0340;SEVERE;Normal;[('In Progress', '2025-06-05T13:51:12.176+0300'), ('Closed', '2025-08-21T10:35:44.562+0300'), ('Open', '2026-01-16T15:28:51.525+0200'), ('In Progress', '2026-01-27T17:11:07.903+0200'), ('Closed', '2026-01-27T17:12:29.572+0200')];28;7;Not a bug / Problem not reproducible;Verification;Problem not re-producible ;[];[]
REPORT-0341;SEVERE;Critical;[('In Progress', '2025-04-09T06:53:47.901+0300'), ('In Progress', '2025-05-30T14:43:17.931+0300'), ('Closed', '2025-11-11T09:47:28.538+0200')];18;7;I&V System testing;Customer;Code – component internal coding mistake;['FIX-0271', 'FIX-0008', 'FIX-0312', 'FIX-0438'];['TASK-0115']
REPORT-0342;SEVERE;Normal;[('In Progress', '2025-04-02T10:27:45.393+0300'), ('Closed', '2025-04-02T10:28:09.229+0300')];2;1;Not a bug / Problem not reproducible;Verification;Incorrect configuration;[];[]
REPORT-0343;SEVERE;Normal;[('In Progress', '2025-04-02T10:24:29.723+0300'), ('Closed', '2025-04-02T10:27:37.895+0300')];2;1;Not a bug / Problem not reproducible;Verification;Incorrect configuration;[];[]
REPORT-0344;LOW;Normal;[('In Progress', '2026-01-14T10:07:10.944+0200'), ('Closed', '2026-01-14T10:08:53.864+0200')];8;5;Not a bug / Problem not reproducible;Customer;Problem not re-producible ;[];['TASK-0099']
REPORT-0345;LOW;Minor;[('In Progress', '2026-02-06T14:51:56.491+0200'), ('Closed', '2026-02-06T14:58:12.716+0200')];4;2;Not a bug / Problem not reproducible;Verification;Problem not re-producible ;[];['TASK-0032']
REPORT-0346;LOW;Minor;[('In Progress', '2026-02-25T14:54:28.279+0200'), ('Closed', '2026-02-25T14:54:48.683+0200')];1;1;Not a bug / Problem not reproducible;Verification;Duplicate;['FIX-0420'];[]
REPORT-0347;SEVERE;Normal;[('In Progress', '2025-09-22T11:15:04.707+0300'), ('Closed', '2026-03-10T08:50:51.975+0200')];8;6;I&V feature / integration testing;Customer;Code – not according to the specification;['FIX-0442'];['TASK-0078']
REPORT-0348;SEVERE;Normal;[('In Progress', '2025-04-11T10:33:42.056+0300'), ('Closed', '2025-04-11T10:35:36.866+0300')];3;2;Not a bug / Problem not reproducible;Customer;Code – component internal coding mistake;[];[]
REPORT-0349;SEVERE;Normal;[('In Progress', '2026-02-13T14:45:33.729+0200'), ('Closed', '2026-03-05T14:58:48.454+0200')];10;6;I&V System testing;Verification;Code – component internal coding mistake;['FIX-0426', 'FIX-0277'];[]
REPORT-0350;SEVERE;Normal;[('In Progress', '2025-04-22T11:10:15.941+0300'), ('Closed', '2025-06-06T14:12:40.712+0300')];3;3;I&V feature / integration testing;Customer;ID content insufficient/missing;['FIX-0430'];['TASK-0101']
REPORT-0351;SEVERE;Normal;[('In Progress', '2025-03-19T11:19:08.052+0200'), ('In Progress', '2025-03-26T09:52:37.869+0200'), ('In Progress', '2025-04-03T12:59:09.610+0300'), ('Closed', '2025-04-11T14:30:29.485+0300')];5;2;Code review;Verification;Code – component internal coding mistake;['FIX-0428', 'FIX-0476'];['TASK-0052']
REPORT-0352;LOW;Minor;[('In Progress', '2025-08-08T14:29:29.607+0300'), ('Closed', '2025-08-08T14:30:17.818+0300')];6;4;Not a bug / Problem not reproducible;Verification;Problem not re-producible ;[];['TASK-0193']
REPORT-0353;FATAL;Critical;[('In Progress', '2025-06-03T13:24:42.151+0300'), ('Closed', '2025-06-03T13:26:44.524+0300')];5;4;Not a bug / Problem not reproducible;Verification;Duplicate;[];[]
REPORT-0354;SEVERE;Normal;[('In Progress', '2025-03-14T11:05:30.126+0200'), ('Closed', '2025-04-17T08:58:15.643+0300')];7;5;Code review;Verification;Code – component internal coding mistake;['FIX-0107'];[]
REPORT-0355;LOW;Normal;[('In Progress', '2025-03-18T14:47:55.606+0200'), ('Closed', '2025-03-18T14:48:11.025+0200')];4;2;Not a bug / Problem not reproducible;Verification;Misunderstanding by end user;[];[]
REPORT-0356;LOW;Minor;[('Postponed', '2025-03-21T10:32:35.281+0200'), ('Open', '2025-08-08T14:36:08.565+0300'), ('In Progress', '2026-02-02T14:29:38.526+0200'), ('Closed', '2026-02-02T14:29:42.358+0200'), ('Open', '2026-02-02T17:05:32.667+0200'), ('In Progress', '2026-02-02T17:05:35.448+0200'), ('Closed', '2026-02-02T17:06:13.279+0200')];8;5;Not a bug / Problem not reproducible;Verification;Problem not re-producible ;[];['TASK-0117']
REPORT-0357;SEVERE;Normal;[('In Progress', '2025-03-11T15:35:35.987+0200'), ('In Progress', '2025-03-11T15:39:46.932+0200'), ('Closed', '2025-03-12T09:12:29.423+0200')];1;1;Code review;Verification;Code – component internal coding mistake;['FIX-0246'];[]
REPORT-0358;SEVERE;Critical;[('In Progress', '2025-05-06T09:06:46.885+0300'), ('In Progress', '2025-05-09T10:56:14.315+0300'), ('Closed', '2025-06-24T15:48:17.439+0300')];7;4;I&V System testing;Verification;Code – not according to the specification;['FIX-0207'];[]
REPORT-0359;SEVERE;Normal;[('In Progress', '2025-04-04T10:29:59.915+0300'), ('In Progress', '2025-04-04T15:33:15.593+0300'), ('Closed', '2025-10-10T16:46:23.364+0300')];6;4;I&V System testing;Verification;ID content insufficient/missing;['FIX-0313', 'FIX-0261'];['TASK-0309']
REPORT-0360;SEVERE;Critical;[('In Progress', '2025-03-03T08:21:23.327+0200'), ('In Progress', '2025-03-04T13:42:06.766+0200'), ('In Progress', '2025-03-04T13:42:11.260+0200'), ('Closed', '2026-02-02T13:51:47.927+0200')];15;8;I&V Regression / Upgrade testing;Verification;Code – interworking/interface with internal component;['FIX-0374', 'FIX-0396', 'FIX-0389', 'FIX-0131'];['TASK-0188', 'TASK-0256', 'TASK-0261']
REPORT-0361;LOW;Normal;[('In Progress', '2025-04-07T11:34:44.137+0300'), ('Closed', '2025-04-07T11:37:17.397+0300')];5;2;Not a bug / Problem not reproducible;Verification;Code – interworking/interface with internal component;[];[]
REPORT-0362;SEVERE;Normal;[('In Progress', '2025-02-27T12:34:13.705+0200'), ('Closed', '2025-03-14T13:26:15.268+0200')];8;4;CD testing (maintenance);Verification;Code – interworking/interface with external component;['FIX-0213'];[]
REPORT-0363;SEVERE;Normal;[('In Progress', '2025-03-21T10:49:55.103+0200'), ('In Progress', '2025-03-31T08:22:22.652+0300'), ('In Progress', '2025-03-31T08:23:34.829+0300'), ('Closed', '2025-10-02T09:29:24.287+0300')];2;2;I&V System testing;Verification;Misunderstanding by end user;['FIX-0228', 'FIX-0447'];[]
REPORT-0364;SEVERE;Normal;[('In Progress', '2025-02-25T08:24:00.806+0200'), ('Closed', '2025-10-10T14:42:30.632+0300')];11;7;Code review;Verification;Code – interworking/interface with internal component;['FIX-0397', 'FIX-0263'];[]
REPORT-0365;SEVERE;Normal;[('In Progress', '2025-04-04T10:29:46.307+0300'), ('In Progress', '2025-04-04T15:30:11.950+0300'), ('Closed', '2025-10-10T15:36:00.663+0300')];10;5;I&V System testing;Verification;ID content insufficient/missing;['FIX-0351', 'FIX-0351', 'FIX-0280'];['TASK-0309']
REPORT-0366;SEVERE;Normal;[('In Progress', '2025-02-21T17:28:04.573+0200'), ('Closed', '2025-04-08T12:17:25.043+0300')];0;0;I&V System testing;Verification;Incorrect configuration;['FIX-0093'];[]
REPORT-0367;SEVERE;Normal;[('In Progress', '2025-02-21T16:23:01.355+0200'), ('Closed', '2025-04-08T12:19:35.376+0300')];11;3;I&V System testing;Verification;Incorrect configuration;['FIX-0093'];[]
REPORT-0368;SEVERE;Critical;[('In Progress', '2025-02-13T14:08:50.320+0200'), ('Closed', '2025-02-19T13:13:29.584+0200'), ('Open', '2025-02-19T13:47:56.411+0200'), ('In Progress', '2025-02-19T13:48:00.310+0200'), ('In Progress', '2025-02-19T13:48:03.865+0200'), ('In Progress', '2025-02-19T13:48:06.611+0200'), ('In Progress', '2025-02-19T13:48:09.275+0200'), ('Closed', '2025-10-10T13:33:11.009+0300')];8;6;I&V System testing;Verification;Code – component internal coding mistake;['FIX-0445', 'FIX-0080', 'FIX-0217'];['TASK-0235']
REPORT-0369;SEVERE;Normal;[('In Progress', '2025-02-12T15:06:10.765+0200'), ('In Progress', '2025-02-13T14:52:03.570+0200'), ('Closed', '2025-03-14T12:53:25.577+0200')];3;2;Code review;Integration;Code – component internal coding mistake;['FIX-0338', 'FIX-0127', 'FIX-0338', 'FIX-0127'];['TASK-0071', 'TASK-0145']
REPORT-0370;SEVERE;Normal;[('In Progress', '2025-02-14T13:23:56.372+0200'), ('In Progress', '2025-02-14T13:24:01.705+0200'), ('In Progress', '2025-02-14T13:43:13.762+0200'), ('Closed', '2025-02-26T09:09:18.703+0200'), ('Open', '2025-05-19T11:40:23.959+0300'), ('In Progress', '2025-06-09T18:41:07.065+0300'), ('Closed', '2025-09-08T15:01:27.984+0300')];20;10;I&V feature / integration testing;Customer;Code – interworking/interface with external component;['FIX-0297', 'FIX-0483', 'FIX-0297'];['TASK-0142']
REPORT-0371;SEVERE;Critical;[('In Progress', '2025-02-03T12:00:01.313+0200'), ('Closed', '2025-02-03T12:01:17.239+0200')];1;1;I&V Regression / Upgrade testing;Verification;Incorrect configuration;[];[]
REPORT-0372;LOW;Minor;[('In Progress', '2025-02-11T08:16:57.735+0200'), ('Closed', '2025-02-11T08:17:06.229+0200'), ('Open', '2025-02-11T09:44:03.528+0200'), ('In Progress', '2025-02-11T09:44:10.151+0200'), ('Closed', '2025-02-11T09:45:17.708+0200')];18;4;Not a bug / Problem not reproducible;Customer;Misunderstanding by end user;[];[]
REPORT-0373;SEVERE;Normal;[('In Progress', '2025-10-15T14:19:40.835+0300'), ('Closed', '2025-10-15T14:20:49.406+0300')];1;1;Not a bug / Problem not reproducible;Verification;Problem not re-producible ;[];[]
REPORT-0374;SEVERE;Critical;[('In Progress', '2025-01-27T17:15:35.769+0200'), ('Closed', '2025-01-27T17:15:45.976+0200'), ('Open', '2025-05-16T15:03:13.634+0300'), ('In Progress', '2025-05-16T15:03:21.565+0300'), ('Closed', '2025-05-16T15:04:21.314+0300')];5;4;Not a bug / Problem not reproducible;Verification;Incorrect configuration;[];[]
REPORT-0375;SEVERE;Normal;[('In Progress', '2025-05-02T10:38:57.851+0300'), ('Closed', '2025-09-05T09:30:29.044+0300')];13;4;I&V System testing;Verification;ID content insufficient/missing;['FIX-0350', 'FIX-0149'];['TASK-0128']
REPORT-0376;SEVERE;Normal;[('In Progress', '2026-01-12T14:18:51.044+0200'), ('Closed', '2026-01-12T14:20:03.464+0200')];5;3;Not a bug / Problem not reproducible;Verification;Problem not re-producible ;[];['TASK-0156', 'TASK-0197']
REPORT-0377;SEVERE;Normal;[('In Progress', '2025-01-23T10:05:06.135+0200'), ('Closed', '2025-03-03T08:17:50.874+0200')];31;6;Not a bug / Problem not reproducible;Verification;Code – interworking/interface with external component;[];[]
REPORT-0378;SEVERE;Normal;[('In Progress', '2025-08-08T14:55:55.278+0300'), ('Closed', '2025-08-08T14:56:23.293+0300')];21;9;Not a bug / Problem not reproducible;Customer;Problem not re-producible ;[];[]
REPORT-0379;SEVERE;Normal;[('In Progress', '2025-01-27T11:03:11.251+0200'), ('Closed', '2025-02-11T20:13:04.873+0200')];11;4;I&V feature / integration testing;Verification;Code – component internal coding mistake;['FIX-0117', 'FIX-0009', 'FIX-0092', 'FIX-0092'];[]
REPORT-0380;LOW;Normal;[('In Progress', '2025-06-26T09:25:06.567+0300'), ('In Progress', '2025-10-07T16:29:11.165+0300'), ('Closed', '2026-02-09T09:51:10.322+0200')];13;4;Code review;Verification;Code – component internal coding mistake;['FIX-0067'];['TASK-0073', 'TASK-0322', 'TASK-0154', 'TASK-0282', 'TASK-0179', 'TASK-0199', 'TASK-0058', 'TASK-0314', 'TASK-0336', 'TASK-0006', 'TASK-0288']
REPORT-0381;LOW;Normal;[('In Progress', '2025-05-02T09:11:08.785+0300'), ('Closed', '2025-05-09T11:19:02.272+0300')];2;1;Not a bug / Problem not reproducible;Verification;Misunderstanding by end user;[];[]
REPORT-0382;SEVERE;Normal;[('In Progress', '2025-01-09T11:08:19.769+0200'), ('In Progress', '2025-01-16T09:32:58.755+0200'), ('Closed', '2025-01-29T11:01:37.209+0200')];1;1;SW Unit / Module testing;Integration;Duplicate;['FIX-0439', 'FIX-0446', 'FIX-0198'];[]
REPORT-0383;SEVERE;Normal;[('In Progress', '2025-06-12T09:12:50.332+0300'), ('In Progress', '2025-06-12T09:13:11.267+0300'), ('In Progress', '2025-06-12T09:13:14.372+0300'), ('In Progress', '2025-06-12T09:14:11.485+0300'), ('In Progress', '2025-06-12T09:15:01.990+0300'), ('Closed', '2025-10-17T19:20:46.778+0300')];10;3;Code review;Verification;ID content insufficient/missing;['FIX-0235', 'FIX-0179', 'FIX-0065'];['TASK-0300', 'TASK-0174', 'TASK-0013']
REPORT-0384;SEVERE;Normal;[('In Progress', '2025-01-08T14:33:20.340+0200'), ('In Progress', '2025-01-09T13:00:54.233+0200'), ('In Progress', '2025-01-15T14:44:17.489+0200'), ('Closed', '2025-01-27T16:14:12.436+0200')];5;4;I&V feature / integration testing;Verification;Code – configuration;['FIX-0198', 'FIX-0439', 'FIX-0446', 'FIX-0439'];[]
REPORT-0385;SEVERE;Normal;[('In Progress', '2024-12-17T09:42:06.482+0200'), ('In Progress', '2025-05-16T09:20:23.323+0300'), ('Closed', '2025-10-08T14:25:21.023+0300')];7;4;I&V System testing;Verification;ID content insufficient/missing;['FIX-0109', 'FIX-0050', 'FIX-0281'];[]
REPORT-0386;SEVERE;Normal;[('In Progress', '2025-02-10T12:07:51.083+0200'), ('Closed', '2025-10-09T13:58:44.403+0300')];4;4;Code review;Integration;Code – component internal coding mistake;['FIX-0027', 'FIX-0023', 'FIX-0023'];[]
REPORT-0387;SEVERE;Normal;[('In Progress', '2024-12-10T07:26:20.108+0200'), ('Closed', '2026-02-03T16:50:28.624+0200')];5;3;I&V feature / integration testing;Integration;Code – not according to the specification;['FIX-0061'];[]
REPORT-0388;SEVERE;Normal;[('In Progress', '2025-10-15T14:55:47.811+0300'), ('Closed', '2025-10-15T14:56:30.450+0300')];15;7;Not a bug / Problem not reproducible;Verification;Problem not re-producible ;[];['TASK-0306']
REPORT-0389;SEVERE;Critical;[('In Progress', '2024-12-16T11:23:07.047+0200'), ('Closed', '2025-11-21T12:20:41.816+0200')];19;7;I&V System testing;Customer;Code – interworking/interface with internal component;['FIX-0471', 'FIX-0143'];['TASK-0299']
REPORT-0390;SEVERE;Normal;[('In Progress', '2025-01-17T11:24:02.853+0200'), ('Closed', '2026-01-15T14:24:39.212+0200')];3;3;I&V feature / integration testing;Verification;Requirement/SFS not clear and/or missing;['FIX-0419'];['TASK-0169']
REPORT-0391;SEVERE;Normal;[('In Progress', '2024-12-04T12:00:07.533+0200'), ('Closed', '2025-02-11T20:16:56.071+0200')];17;8;I&V feature / integration testing;Verification;Code – component internal coding mistake;['FIX-0012', 'FIX-0215', 'FIX-0251', 'FIX-0215'];[]
REPORT-0392;FATAL;Normal;[('In Progress', '2024-11-27T15:35:38.059+0200'), ('In Progress', '2024-11-29T13:05:21.283+0200'), ('In Progress', '2024-12-02T10:35:17.714+0200'), ('Closed', '2025-10-17T13:52:30.076+0300')];8;4;Code review;Integration;Code – component internal coding mistake;['FIX-0011', 'FIX-0393'];[]
REPORT-0393;SEVERE;Normal;[('In Progress', '2024-12-13T11:29:10.931+0200'), ('Closed', '2024-12-13T11:32:47.834+0200')];2;1;Not a bug / Problem not reproducible;Customer;3rd party software problems;[];[]
REPORT-0394;SEVERE;Normal;[('In Progress', '2024-11-25T16:07:24.050+0200'), ('Closed', '2024-12-16T13:00:00.843+0200')];4;4;I&V feature / integration testing;Integration;Code – component internal coding mistake;['FIX-0054'];[]
REPORT-0395;SEVERE;Normal;[('In Progress', '2024-11-27T09:51:18.063+0200'), ('In Progress', '2024-11-27T10:09:06.822+0200'), ('In Progress', '2024-11-27T10:21:35.479+0200'), ('In Progress', '2024-11-27T10:39:38.214+0200'), ('Closed', '2025-09-08T14:46:35.778+0300')];2;2;Code review;Integration;ID content insufficient/missing;['FIX-0137', 'FIX-0253', 'FIX-0367'];[]
REPORT-0396;SEVERE;Normal;[('In Progress', '2024-11-20T17:14:31.298+0200'), ('Closed', '2024-11-20T17:14:41.875+0200')];0;0;I&V System testing;Customer;Code – component internal coding mistake;['FIX-0319'];[]
REPORT-0397;SEVERE;Normal;[('In Progress', '2024-11-22T15:27:31.279+0200'), ('Closed', '2026-03-04T14:41:38.863+0200')];27;8;Not a bug / Problem not reproducible;Customer;Code – not according to the specification;['FIX-0098', 'FIX-0394', 'FIX-0401'];['TASK-0246']
REPORT-0398;LOW;Normal;[('In Progress', '2024-11-18T09:36:36.065+0200'), ('In Progress', '2025-10-05T10:27:35.428+0300'), ('Closed', '2026-01-15T16:01:46.508+0200')];6;3;Not a bug / Problem not reproducible;Verification;Misunderstanding by end user;['FIX-0381'];[]
REPORT-0399;SEVERE;Critical;[('In Progress', '2024-11-26T14:14:06.343+0200'), ('Closed', '2024-11-26T14:14:37.135+0200')];4;3;I&V Regression / Upgrade testing;Verification;ID content insufficient/missing;[];[]
REPORT-0400;SEVERE;Normal;[('In Progress', '2024-11-25T13:33:21.349+0200'), ('In Progress', '2024-11-25T13:33:39.909+0200'), ('In Progress', '2024-11-25T13:33:44.328+0200'), ('In Progress', '2024-11-25T13:33:49.666+0200'), ('In Progress', '2024-11-25T13:33:54.604+0200'), ('In Progress', '2024-11-25T13:33:59.241+0200'), ('In Progress', '2024-12-05T14:21:39.421+0200'), ('In Progress', '2024-12-12T08:31:23.854+0200'), ('In Progress', '2024-12-12T09:02:44.589+0200'), ('In Progress', '2024-12-12T10:22:46.188+0200'), ('In Progress', '2024-12-12T10:32:24.760+0200'), ('In Progress', '2025-01-13T10:23:09.955+0200'), ('Closed', '2025-10-08T14:17:27.201+0300')];12;6;AS review;Implementation;ID content insufficient/missing;['FIX-0463', 'FIX-0100', 'FIX-0224', 'FIX-0449', 'FIX-0236', 'FIX-0257', 'FIX-0070', 'FIX-0111', 'FIX-0036', 'FIX-0039', 'FIX-0224', 'FIX-0036'];['TASK-0198']
REPORT-0401;SEVERE;Normal;[('In Progress', '2024-11-12T16:16:58.516+0200'), ('Closed', '2024-11-12T16:18:15.635+0200')];1;1;Not a bug / Problem not reproducible;Verification;Misunderstanding by end user;[];[]
REPORT-0402;LOW;Minor;[('In Progress', '2024-11-25T15:34:52.196+0200'), ('Closed', '2025-01-22T09:33:26.768+0200'), ('Open', '2025-02-14T11:22:21.360+0200'), ('In Progress', '2025-02-17T10:36:02.661+0200'), ('Closed', '2025-02-26T15:25:40.880+0200'), ('Open', '2025-05-02T06:58:07.073+0300'), ('In Progress', '2025-05-02T06:58:15.779+0300'), ('Closed', '2025-05-02T06:58:22.016+0300')];12;6;I&V System testing;Verification;Code – component internal coding mistake;['FIX-0386', 'FIX-0468', 'FIX-0468'];['TASK-0079', 'TASK-0042']
REPORT-0403;SEVERE;Normal;[('In Progress', '2024-11-08T10:00:20.431+0200'), ('Closed', '2025-11-11T13:29:19.394+0200')];20;7;I&V System testing;Customer;ID content insufficient/missing;['FIX-0195', 'FIX-0311', 'FIX-0195', 'FIX-0276'];['TASK-0023']
REPORT-0404;LOW;Normal;[('In Progress', '2024-11-06T15:36:21.019+0200'), ('Closed', '2024-11-15T14:31:38.048+0200')];0;0;Code review;Verification;Code – component internal coding mistake;['FIX-0221'];[]
REPORT-0405;SEVERE;Normal;[('In Progress', '2025-01-21T12:14:22.262+0200'), ('Closed', '2025-01-21T12:15:44.386+0200')];7;5;Not a bug / Problem not reproducible;Field validation;Problem not re-producible ;[];[]
REPORT-0406;LOW;Normal;[('In Progress', '2025-03-20T16:16:07.514+0200'), ('In Progress', '2025-03-20T16:16:50.702+0200'), ('Closed', '2025-10-31T18:57:40.882+0200')];18;4;I&V Robustness / Stability testing;Verification;Code – interworking/interface with internal component;['FIX-0304'];[]
REPORT-0407;SEVERE;Normal;[('In Progress', '2024-11-11T13:40:47.242+0200'), ('Closed', '2024-11-13T13:25:25.886+0200')];7;7;I&V System testing;Verification;Code – component internal coding mistake;['FIX-0000'];[]
